location.district,operation_type.name,property_type.name,usd_price,total_area,years_old,bathrooms,bedrooms,garages,has_swimming_pool,lon,lat
san juan de lurigancho,Comprar,casa,212000.0,130.0,30.0,2.0,4.0,1.0,False,-12.0220117,-77.0007082
barranco,Alquilar,departamento,950.0,78.0,2.0,2.0,2.0,1.0,False,-12.1327464,-77.0195878
santiago de surco,Comprar,departamento,239000.0,128.0,2.0,2.0,3.0,2.0,False,-12.1223138739,-76.9919497134
san juan de lurigancho,Comprar,departamento,64756.0,70.0,9.489178011893621,1.0,2.0,0.0,False,-12.0283491,-77.0094252
miraflores,Alquilar,local comercial,2988.0,112.0,9.489178011893621,2.0,1.0,0.0,False,-12.1215421,-77.0316295
los olivos,Alquilar,local comercial,776.0,110.0,9.489178011893621,1.0,1.0,0.0,False,-11.9945563784,-77.065025873
miraflores,Alquilar,local comercial,3494.0,180.0,9.489178011893621,2.0,1.0,0.0,False,-12.1229837,-77.0282851
miraflores,Comprar,departamento,245000.0,97.0,8.0,2.0,3.0,1.0,False,-12.114595907612827,-77.03341989814759
santiago de surco,Comprar,casa,2500000.0,2650.0,21.0,5.0,5.0,4.0,False,-12.1182842,-76.96864169999998
la molina,Comprar,casa,2000000.0,2500.0,35.0,4.0,4.0,0.0,True,-12.0772324,-76.9294939
santiago de surco,Comprar,terreno-lote,890000.0,488.0,0.0,2.0,3.0,0.0,False,-12.1434058,-76.98162669999999
lince,Comprar,departamento,139000.0,90.0,2.0,2.0,3.0,1.0,False,-12.0840788,-77.0303011
miraflores,Alquilar,departamento,750.0,65.0,10.0,1.0,1.0,1.0,False,-12.129070347656683,-77.02365927301634
chorrillos,Alquilar,local comercial,350.0,42.0,30.0,0.0,0.0,0.0,False,-12.164571526585982,-77.02311673331297
miraflores,Alquilar,departamento,1000.0,150.0,20.0,2.0,3.0,1.0,False,-12.1309541,-77.02198140000002
miraflores,Alquilar,departamento,1300.0,108.0,3.0,2.0,2.0,2.0,False,-12.111062,-77.0315913
carabayllo,Comprar,terreno-lote,106000.0,616.0,0.0,2.0,3.0,0.0,False,-11.82966196716716,-77.063374
santiago de surco,Alquilar,local comercial,1450.0,111.0,19.0,1.0,3.0,5.0,False,-12.1431113,-76.98669389999999
carabayllo,Comprar,casa,115000.0,125.0,7.0,3.0,3.0,1.0,False,-11.8874488,-77.0388783
carabayllo,Comprar,local comercial,21963.0,7.0,9.489178011893621,1.0,1.0,0.0,False,-11.9011159,-77.0397311
surquillo,Alquilar,local comercial,3174.119,260.0,0.0,4.0,3.0,1.0,False,-12.1184877,-76.9987443
santiago de surco,Comprar,terreno-lote,235000.0,300.0,2.0,2.0,3.0,0.0,False,-12.1067885,-76.952608
carabayllo,Comprar,local comercial,22000.0,7.0,7.0,0.0,0.0,0.0,False,-11.901115,-77.03969049999999
independencia,Alquilar,local comercial,1220.815,60.0,0.0,1.0,3.0,0.0,False,-11.996486,-77.0586895
carabayllo,Comprar,terreno-lote,70000.0,1.0,0.0,0.0,0.0,0.0,False,-11.8498632,-77.03035299999999
carabayllo,Comprar,terreno-lote,2577700.0,298.24338593974176,1.0,0.0,0.0,0.0,False,-11.8542229,-77.0371376
independencia,Alquilar,local comercial,488.326,18.0,0.0,0.0,3.0,0.0,False,-11.996486,-77.0586895
los olivos,Comprar,departamento,100000.0,92.0,10.0,2.0,3.0,0.0,False,-11.966424672079956,-77.068688
santiago de surco,Alquilar,departamento,37112.773,51.0,64.0,2.0,5.0,1.0,False,-12.1431675,-76.9965157
la victoria,Alquilar,local comercial,3483.0,164.0,9.489178011893621,1.0,1.0,0.0,False,-12.076061,-77.0256224
comas,Comprar,departamento,61838.0,70.0,9.489178011893621,2.0,3.0,1.0,False,-11.9284624,-77.0568848
barranco,Alquilar,departamento,750.0,45.0,0.0,1.0,1.0,1.0,False,-12.1337848,-77.0189891
los olivos,Comprar,departamento,100000.0,89.0,10.0,2.0,3.0,0.0,False,-11.966424672079956,-77.068495
san martin de porres,Comprar,terreno-lote,63000.0,121.0,0.0,2.0,3.0,0.0,False,-11.9655035,-77.1113171
san isidro,Alquilar,casa,1000000.0,303.0,38.0,2.0,4.0,4.0,False,-12.105017899999998,-77.0546249
carabayllo,Comprar,terreno-lote,70174.0,1.0,9.489178011893621,2.0,3.0,0.0,False,-11.8498632,-77.030353
san isidro,Alquilar,departamento,2500.0,316.0,22.0,4.0,4.0,3.0,True,-12.100175419176512,-77.039491
carabayllo,Alquilar,departamento,59401.0,100.0,9.489178011893621,2.0,2.0,0.0,False,-11.8926727,-77.0469601
carabayllo,Comprar,departamento,45112.0,80.0,9.489178011893621,2.0,2.0,0.0,False,-11.8796413,-77.0313806
carabayllo,Comprar,casa,100249.0,112.0,3.0,2.0,3.0,1.0,False,-11.8805731,-77.035957
carabayllo,Comprar,departamento,20790.0,35.0,9.489178011893621,1.0,1.0,0.0,False,-12.0244265,-76.9108255
carabayllo,Comprar,departamento,45000.0,80.0,0.0,2.0,2.0,0.0,False,-11.8796413,-77.03138059999998
jesus maria,Comprar,departamento,75000.0,44.0,0.0,1.0,1.0,0.0,False,-12.0820635,-77.0496862
carabayllo,Comprar,casa,110000.0,180.0,1.0,3.0,5.0,0.0,False,-11.8854894,-77.0389955
carabayllo,Comprar,terreno-lote,73000.0,1.0,1.0,0.0,0.0,0.0,False,-11.8598269,-77.0486823
breña,Comprar,local comercial,283000.0,148.0,10.0,2.0,1.0,0.0,False,-12.0265153,-77.01590949999999
comas,Alquilar,departamento,275.0,80.0,1.0,2.0,3.0,0.0,False,-11.9338176,-77.0645413
breña,Comprar,casa,269990.0,286.0,12.0,3.0,7.0,1.0,False,-12.062067046883392,-77.0459932364929
san borja,Comprar,local comercial,8000000.0,1371.0,8.0,0.0,0.0,0.0,False,-12.0866494,-76.9951712
san isidro,Alquilar,departamento,1800.0,255.0,21.0,2.0,3.0,2.0,False,-12.1035573,-77.0516274
miraflores,Alquilar,departamento,790.0,93.0,10.0,2.0,3.0,1.0,False,-12.1137463,-77.0439399
miraflores,Comprar,departamento,525000.0,221.0,11.0,2.0,1.0,2.0,False,-12.1092474,-77.04139110000001
miraflores,Alquilar,departamento,1500.0,221.0,11.0,2.0,1.0,2.0,False,-12.1092474,-77.04139110000001
san isidro,Alquilar,departamento,4500.0,347.0,10.0,3.0,3.0,4.0,False,-12.1080373,-77.04735889999999
san isidro,Alquilar,departamento,3000.0,260.0,0.0,3.0,3.0,2.0,False,-12.1029929,-77.0495607
san isidro,Alquilar,departamento,3000.0,206.0,0.0,3.0,3.0,2.0,False,-12.1029929,-77.0495607
san isidro,Comprar,departamento,720000.0,206.0,0.0,3.0,3.0,2.0,False,-12.1029929,-77.0495607
san isidro,Alquilar,departamento,2000.0,206.0,0.0,3.0,3.0,2.0,False,-12.1029929,-77.0495607
san isidro,Comprar,departamento,1080000.0,271.0,11.0,3.0,3.0,2.0,False,-12.1053689,-77.03998109999999
san isidro,Alquilar,departamento,3500.0,271.0,11.0,3.0,3.0,2.0,False,-12.1053689,-77.03998109999999
san isidro,Comprar,departamento,700000.0,226.0,0.0,3.0,3.0,2.0,False,-12.1053689,-77.03998109999999
san isidro,Alquilar,departamento,2300.0,226.0,11.0,3.0,3.0,2.0,False,-12.1053689,-77.03998109999999
miraflores,Alquilar,departamento,2000.0,206.0,6.0,2.0,3.0,2.0,False,-12.1111294,-77.04215239999999
san isidro,Comprar,departamento,720000.0,266.0,9.0,3.0,3.0,4.0,False,-12.0974512,-77.0380964
miraflores,Comprar,departamento,750000.0,194.0,7.0,3.0,3.0,2.0,False,-12.11282,-77.0430124
miraflores,Alquilar,departamento,600.0,50.0,5.0,1.0,1.0,1.0,False,-12.1298193,-77.0222463
miraflores,Alquilar,departamento,3500.0,265.0,8.0,3.0,3.0,4.0,False,-12.11282,-77.0430124
san isidro,Alquilar,departamento,2400.0,245.0,7.0,3.0,3.0,3.0,False,-12.0952831,-77.04089309999999
miraflores,Comprar,departamento,700000.0,240.0,4.0,3.0,3.0,3.0,False,-12.1113711,-77.03926779999999
pachacamac,Comprar,casa de campo,800000.0,1627.0,4.0,9.0,6.0,6.0,True,-12.148662,-76.8239368
miraflores,Alquilar,departamento,289000.0,100.0,8.0,2.0,2.0,1.0,False,-12.126593424394564,-77.03542880517121
miraflores,Alquilar,departamento,289000.0,100.0,8.0,2.0,2.0,1.0,False,-12.125127,-77.0337893
san isidro,Alquilar,departamento,1150.0,298.24338593974176,2.0,2.0,2.0,0.0,False,-12.095089,-77.028931
santiago de surco,Alquilar,departamento,2200.0,240.0,14.0,4.0,3.0,2.0,False,-12.0853364,-76.96179959999999
san martin de porres,Comprar,local comercial,90000.0,108.0,10.0,2.0,0.0,0.0,False,-12.03139316840578,-77.08158281747436
san miguel,Comprar,casa,299000.0,187.0,44.0,3.0,4.0,1.0,False,-12.0734141,-77.1039807
surquillo,Comprar,departamento,92000.0,68.0,2.0,2.0,2.0,0.0,False,-12.1190469,-76.99904649999999
san miguel,Alquilar,departamento,320.0,35.0,2.0,1.0,1.0,0.0,True,-12.076724278109074,-77.08039420370483
san miguel,Comprar,departamento,95000.0,80.0,16.0,1.0,3.0,0.0,False,-12.0850986,-77.0794421
santiago de surco,Comprar,departamento,226000.0,109.0,0.0,2.0,3.0,2.0,False,-12.133565983838583,-77.003261
san martin de porres,Comprar,departamento,70000.0,146.0,18.0,1.0,2.0,0.0,False,-12.0343327,-77.0518155
surquillo,Comprar,departamento,85000.0,51.0,0.0,2.0,2.0,1.0,False,-12.1157599,-77.00396219999999
surquillo,Comprar,departamento,59500.0,45.0,0.0,2.0,3.0,1.0,False,-12.114909475603222,-77.007344
surquillo,Comprar,departamento,150000.0,77.0,5.0,3.0,3.0,1.0,False,-12.1140228,-76.99698719999999
surquillo,Comprar,departamento,114000.0,64.0,0.0,2.0,2.0,1.0,False,-12.116984489173221,-77.001431
ate,Comprar,departamento,116000.0,110.0,0.0,2.0,3.0,1.0,False,-12.074674957350517,-76.98222
santiago de surco,Comprar,departamento,388700.0,222.0,0.0,3.0,4.0,2.0,False,-12.1264649,-76.99295310000002
san borja,Comprar,departamento,263600.0,115.0,0.0,2.0,3.0,2.0,False,-12.094379630374714,-76.99130379814758
miraflores,Comprar,departamento,235000.0,110.0,0.0,2.0,3.0,1.0,False,-12.1162245,-77.0441273
magdalena,Comprar,departamento,96000.0,70.0,5.0,2.0,2.0,0.0,False,-12.0856492,-77.06631040000002
santiago de surco,Comprar,departamento,420000.0,270.0,0.0,4.0,4.0,2.0,False,-12.1197132,-76.9920331
pueblo libre,Comprar,departamento,130000.0,87.0,0.0,2.0,3.0,1.0,False,-12.0681424,-77.06563260000001
magdalena,Comprar,departamento,95000.0,80.0,6.0,2.0,3.0,0.0,False,-12.0866876,-77.0720245
santiago de surco,Comprar,departamento,93000.0,72.0,9.0,2.0,3.0,1.0,False,-12.1621707,-76.99410929999999
santiago de surco,Comprar,departamento,195000.0,110.0,3.0,2.0,3.0,2.0,False,-12.1151307,-76.97816259999999
surquillo,Comprar,departamento,120800.0,71.0,0.0,2.0,3.0,1.0,False,-12.1203155,-76.99907329999999
surquillo,Comprar,departamento,236550.0,80.0,0.0,3.0,3.0,1.0,False,-12.1138855,-77.0075453
surquillo,Comprar,departamento,50000.0,66.0,0.0,2.0,3.0,1.0,False,-12.119527088771415,-77.022252
santiago de surco,Comprar,departamento,95000.0,80.0,6.0,2.0,3.0,0.0,False,-12.142652331294068,-77.008012
santiago de surco,Alquilar,casa,2600.0,330.0,25.0,4.0,4.0,2.0,True,-12.1282718,-76.98499199999999
santiago de surco,Comprar,departamento,245000.0,150.0,11.0,3.0,3.0,2.0,False,-12.12348291375897,-76.975171
los olivos,Alquilar,departamento,291.775,140.0,5.0,2.0,3.0,0.0,False,-11.941876806166604,-77.077578
miraflores,Alquilar,departamento,1400.0,198.0,10.0,3.0,3.0,1.0,False,-12.1264676,-77.0165066
pueblo libre,Alquilar,departamento,484.0,100.0,0.0,2.0,3.0,0.0,False,-12.0810185,-77.06379090000001
lurin,Alquilar,local industrial,2250.0,450.0,9.489178011893621,1.0,2.0,0.0,False,-12.2971363764432,-76.8209934548949
miraflores,Alquilar,departamento,750.0,96.0,29.0,2.0,3.0,1.0,False,-12.1269899,-77.0269811
miraflores,Alquilar,departamento,680.0,83.0,9.0,3.0,2.0,1.0,False,-12.1101147,-77.0302856
santiago de surco,Alquilar,departamento,750.0,130.0,12.0,3.0,3.0,1.0,False,-12.1267252,-76.9676816
magdalena,Comprar,departamento,147000.0,80.0,0.0,2.0,3.0,0.0,False,-12.093095867749891,-77.068808
santiago de surco,Comprar,casa,530000.0,375.0,12.0,3.0,4.0,3.0,False,-12.1075946,-76.96994529999999
jesus maria,Alquilar,oficina,229.0,25.0,0.0,1.0,3.0,1.0,False,-12.074184689967336,-77.051278
san isidro,Comprar,terreno-lote,1400000.0,934.0,20.0,0.0,0.0,0.0,False,-12.1060528,-77.01390270000002
san isidro,Alquilar,departamento,900.0,135.0,20.0,2.0,3.0,1.0,False,-12.1039761,-77.03903749999999
san miguel,Comprar,departamento,108000.0,65.0,3.0,2.0,2.0,0.0,False,-12.0780586,-77.0955907
santiago de surco,Alquilar,local comercial,3662.445,140.0,25.0,3.0,3.0,1.0,False,-12.149340426710868,-76.986729
san borja,Alquilar,oficina,280.0,45.0,0.0,1.0,3.0,0.0,False,-12.107059393608242,-77.000763
miraflores,Comprar,terreno-lote,240000.0,162.0,0.0,2.0,3.0,0.0,False,-12.1203982,-77.0431871
santiago de surco,Alquilar,oficina,780.0,86.0,6.0,2.0,3.0,2.0,False,-12.1304531,-76.9833484
santiago de surco,Comprar,casa,445000.0,250.0,15.0,4.0,4.0,3.0,False,-12.10431704038646,-76.954903
santiago de surco,Comprar,casa,815000.0,330.0,25.0,4.0,4.0,2.0,True,-12.124467700260231,-76.98293
pueblo libre,Alquilar,departamento,393.0,36.0,8.0,1.0,1.0,0.0,False,-12.0746809,-77.0792089
santiago de surco,Alquilar,oficina,850.0,91.0,11.0,2.0,3.0,2.0,False,-12.11169208900208,-76.989335
barranco,Alquilar,departamento,900.0,73.0,0.0,2.0,2.0,1.0,False,-12.140424255626503,-77.022836
barranco,Alquilar,departamento,874.0,73.0,0.0,2.0,2.0,1.0,False,-12.140467238456663,-77.022922
miraflores,Alquilar,departamento,800.0,100.0,21.0,2.0,3.0,1.0,False,-12.1228866,-77.03585369999999
miraflores,Alquilar,departamento,1100.0,108.0,1.0,3.0,3.0,1.0,False,-12.1201399,-77.0373638
santiago de surco,Alquilar,departamento,537.159,90.0,25.0,1.0,2.0,2.0,False,-12.0831495,-76.974626
santiago de surco,Alquilar,departamento,562.0,80.0,26.0,1.0,2.0,1.0,False,-12.083407899123037,-76.97530031204224
santiago de surco,Comprar,departamento,190000.0,112.0,22.0,3.0,3.0,1.0,False,-12.1355638,-76.98758029999999
lince,Comprar,departamento,180000.0,93.0,10.0,2.0,2.0,1.0,False,-12.089682,-77.041877
villa el salvador,Comprar,casa,125000.0,190.0,8.0,1.0,2.0,0.0,False,-12.211143452473094,-76.94362182988586
miraflores,Comprar,departamento,200000.0,101.0,8.0,3.0,3.0,1.0,True,-12.1216381,-77.0245561
san isidro,Alquilar,departamento,637.0,54.0,9.489178011893621,1.0,1.0,1.0,False,-12.1022434,-77.0309745
lince,Comprar,departamento,253632.0,143.0,9.489178011893621,3.0,5.0,1.0,False,-12.0908014,-77.0381682
lince,Comprar,departamento,167914.0,93.0,9.489178011893621,2.0,2.0,1.0,False,-12.089682,-77.041877
san isidro,Alquilar,departamento,640.0,54.0,1.0,1.0,1.0,1.0,False,-12.1022434,-77.0309745
santiago de surco,Comprar,casa,450000.0,300.0,40.0,4.0,5.0,3.0,False,-12.1378224,-76.9775469
miraflores,Alquilar,oficina,973.0,120.0,15.0,2.0,3.0,0.0,False,-12.1265751,-77.0075789
miraflores,Alquilar,casa,1000.0,190.0,45.0,2.0,4.0,0.0,False,-12.1170203,-77.0353219
breña,Alquilar,departamento,306.0,90.0,11.0,2.0,3.0,1.0,False,-12.062448338703321,-77.045887
san borja,Alquilar,departamento,357.0,92.0,9.0,2.0,3.0,1.0,False,-12.100557500079834,-77.00623
la molina,Comprar,departamento,169000.0,97.0,15.0,2.0,3.0,2.0,False,-12.0680051,-76.9598165
surquillo,Comprar,terreno-lote,420000.0,300.0,50.0,0.0,10.0,0.0,False,-12.0369422,-77.0382446
surquillo,Comprar,casa,420000.0,300.0,0.0,0.0,0.0,0.0,False,-12.1164166,-77.0207732
la molina,Comprar,departamento,340000.0,200.0,2.0,4.0,3.0,2.0,False,-12.06953613332198,-76.964333
chorrillos,Comprar,departamento,80000.0,69.0,4.0,2.0,3.0,0.0,False,-12.174779312229758,-76.995283
miraflores,Comprar,departamento,350000.0,189.0,6.0,4.0,3.0,2.0,False,-12.12075346365556,-77.01269643414146
miraflores,Comprar,oficina,175000.0,86.0,9.0,2.0,0.0,2.0,False,-12.111062,-77.0315913
miraflores,Alquilar,departamento,850.0,93.0,15.0,2.0,2.0,1.0,False,-12.118898902684004,-77.038521
miraflores,Comprar,departamento,700000.0,269.0,2.0,3.0,3.0,2.0,False,-12.1298439,-77.0300024
san isidro,Comprar,departamento,310000.0,136.0,9.0,4.0,3.0,2.0,False,-12.09442116320884,-77.044944
miraflores,Comprar,departamento,531000.0,185.0,2.0,2.0,2.0,2.0,False,-12.130179557491026,-77.029241
san miguel,Alquilar,departamento,459.0,85.0,5.0,3.0,3.0,1.0,False,-12.0827745,-77.0926124
pueblo libre,Alquilar,departamento,446.0,59.0,4.0,2.0,2.0,1.0,False,-12.0770739,-77.0557314
comas,Alquilar,local comercial,2441.63,160.0,0.0,2.0,3.0,0.0,False,-11.9314629,-77.0445634
la molina,Alquilar,local comercial,561.575,55.0,1.0,2.0,3.0,0.0,False,-12.0721286,-76.9553057
miraflores,Comprar,departamento,1150000.0,421.0,0.0,4.0,4.0,3.0,False,-12.1294418,-77.0307479
santa anita,Alquilar,local industrial,14000.0,2000.0,2.0,2.0,3.0,0.0,False,-12.0529372,-76.9600689
santiago de surco,Comprar,departamento,310000.0,185.0,21.0,2.0,3.0,2.0,False,-12.1193364,-76.9863866
santiago de surco,Alquilar,departamento,1000.0,185.0,21.0,2.0,3.0,2.0,False,-12.1193364,-76.9863866
san luis,Alquilar,local industrial,7000.0,1000.0,2.0,2.0,3.0,0.0,False,-12.0687059,-76.988226
pachacamac,Comprar,terreno-lote,185000.0,1586.0,0.0,2.0,3.0,0.0,False,-12.148662,-76.8239368
san isidro,Alquilar,departamento,390.661,115.0,6.0,1.0,2.0,1.0,False,-12.09985,-77.03002719999999
lince,Alquilar,local comercial,3800.0,207.0,9.489178011893621,2.0,3.0,3.0,False,-12.0799825,-77.0348966
miraflores,Alquilar,oficina,1000.0,69.0,9.489178011893621,1.0,2.0,2.0,False,-12.1204638,-77.0328083
san isidro,Comprar,terreno-lote,1850000.0,604.0,9.489178011893621,2.0,3.0,5.0,False,-12.0948271,-77.0425889
san isidro,Alquilar,departamento,555.0,60.0,9.489178011893621,1.0,1.0,1.0,False,-12.0928655,-77.020602
san borja,Comprar,departamento,285000.0,185.0,10.0,3.0,3.0,2.0,False,-12.0920128,-76.98604480000002
san isidro,Alquilar,departamento,231.0,21.0,20.0,1.0,1.0,1.0,False,-12.0928566,-77.019682
san isidro,Alquilar,departamento,555.0,60.0,20.0,1.0,1.0,1.0,False,-12.0928566,-77.019682
san isidro,Alquilar,departamento,463.0,46.0,10.0,1.0,1.0,1.0,False,-12.092728,-77.0203078
la molina,Alquilar,departamento,1200.0,110.0,2.0,2.0,3.0,2.0,False,-12.0948294,-76.94858169999999
santiago de surco,Comprar,departamento,399999.0,160.0,3.0,2.0,3.0,2.0,False,-12.1152747,-76.9872213
lince,Alquilar,local comercial,3700.0,207.0,0.0,2.0,2.0,3.0,False,-12.0799825,-77.0348966
san isidro,Alquilar,departamento,463.0,46.0,10.0,1.0,1.0,1.0,False,-12.093023099999998,-77.0195049
san isidro,Alquilar,departamento,278.0,20.0,20.0,1.0,1.0,1.0,False,-12.093023099999998,-77.0195049
san isidro,Alquilar,departamento,278.0,24.0,20.0,1.0,1.0,1.0,False,-12.0963327,-77.0280721
san isidro,Alquilar,departamento,1400.0,180.0,5.0,2.0,3.0,2.0,False,-12.100986,-77.03606959999999
santiago de surco,Alquilar,departamento,1250.0,160.0,3.0,2.0,3.0,2.0,False,-12.1625145,-76.9835677
magdalena,Alquilar,local comercial,2500.0,120.0,1.0,2.0,1.0,2.0,False,-12.1110444,-77.0504696
la molina,Comprar,departamento,360000.0,110.0,2.0,2.0,3.0,2.0,False,-12.0948294,-76.94858169999999
san isidro,Comprar,terreno-lote,1850000.0,604.0,20.0,4.0,5.0,5.0,False,-12.0952789,-77.0423689
jesus maria,Comprar,departamento,219540.0,170.0,3.0,2.0,3.0,0.0,False,-12.0665622,-77.046514
san martin de porres,Alquilar,departamento,331.0,150.0,6.0,2.0,3.0,0.0,False,-12.0051451,-77.08357409999999
san isidro,Comprar,departamento,200000.0,100.0,5.0,3.0,2.0,1.0,False,-12.0997587,-77.0362967
san isidro,Comprar,departamento,200000.0,100.0,5.0,3.0,2.0,1.0,False,-12.100921836055706,-77.023839
santiago de surco,Alquilar,departamento,950.0,177.0,6.0,3.0,3.0,2.0,True,-12.0765177,-76.9578567
miraflores,Alquilar,departamento,750.0,109.0,10.0,2.0,3.0,1.0,False,-12.1267219,-77.027874
san borja,Alquilar,departamento,537.159,55.0,11.0,2.0,2.0,1.0,False,-12.1037223,-77.0050242
villa el salvador,Comprar,casa,88000.0,140.0,0.0,0.0,0.0,0.0,False,-12.2182302,-76.9335851
san borja,Comprar,departamento,365000.0,168.0,8.0,5.0,3.0,2.0,False,-12.0151029,-77.035577
miraflores,Alquilar,departamento,1200.0,100.0,10.0,1.0,1.0,1.0,False,-12.1123916,-77.0436669
san borja,Comprar,departamento,370000.0,156.0,27.0,2.0,3.0,1.0,False,-12.0954443,-76.9947088
santiago de surco,Comprar,departamento,315000.0,145.0,5.0,2.0,3.0,2.0,False,-12.1634732,-76.9883138
san isidro,Comprar,departamento,3117000.0,465.0,3.0,3.0,3.0,4.0,False,-12.1029929,-77.0495607
san isidro,Comprar,departamento,680000.0,222.0,1.0,3.0,3.0,3.0,False,-12.110656099999998,-77.0399713
magdalena,Comprar,departamento,199693.0,96.0,0.0,2.0,2.0,0.0,False,-12.0969248,-77.0615382
magdalena,Comprar,departamento,163784.0,75.0,1.0,2.0,2.0,0.0,False,-12.0969248,-77.0615382
miraflores,Comprar,departamento,289694.0,121.0,0.0,2.0,3.0,0.0,False,-12.1201575,-77.0376103
miraflores,Alquilar,departamento,1100.0,93.0,0.0,2.0,2.0,1.0,False,-12.1222588,-77.0369266
san isidro,Alquilar,departamento,1650.0,135.0,3.0,2.0,3.0,2.0,False,-12.1078489,-77.0380243
miraflores,Comprar,local comercial,359407.905,200.0,18.0,2.0,3.0,5.0,False,-12.1134844,-77.0263361
miraflores,Comprar,departamento,1088000.0,282.0,0.0,3.0,3.0,2.0,False,-12.0963327,-77.0280721
barranco,Comprar,departamento,279000.0,112.0,4.0,2.0,2.0,1.0,False,-12.1357771,-77.0208694
san isidro,Comprar,departamento,695000.0,221.0,2.0,3.0,3.0,3.0,False,-12.0963327,-77.0280721
barranco,Comprar,departamento,335000.0,102.0,3.0,2.0,2.0,1.0,False,-12.1386057,-77.0251097
barranco,Comprar,departamento,234900.0,87.0,2.0,2.0,1.0,1.0,False,-12.1425018,-77.0231719
barranco,Comprar,departamento,183600.0,69.0,2.0,1.0,1.0,0.0,False,-12.1425018,-77.0231719
barranco,Comprar,departamento,251150.0,93.0,2.0,2.0,2.0,0.0,False,-12.0963327,-77.0280721
barranco,Comprar,departamento,229500.0,85.0,2.0,2.0,1.0,0.0,False,-12.0963327,-77.0280721
miraflores,Comprar,departamento,153000.0,69.0,7.0,2.0,2.0,1.0,True,-12.1284876,-77.0227772
miraflores,Comprar,departamento,283000.0,105.0,0.0,2.0,2.0,0.0,False,-12.1201575,-77.0376103
magdalena,Comprar,departamento,170947.0,76.0,0.0,2.0,2.0,0.0,False,-12.0969248,-77.0615382
barranco,Comprar,departamento,237600.0,88.0,2.0,1.0,2.0,0.0,False,-12.1425018,-77.0231719
san isidro,Comprar,departamento,1300000.0,234.0,3.0,3.0,3.0,4.0,False,-12.0963327,-77.0280721
miraflores,Comprar,departamento,432549.0,168.0,1.0,3.0,2.0,2.0,False,-12.1334146,-77.022315
miraflores,Comprar,departamento,470820.0,168.0,1.0,3.0,2.0,2.0,False,-12.1292836,-77.0282207
san isidro,Alquilar,departamento,750.0,127.0,7.0,3.0,2.0,1.0,False,-12.0995744,-77.03191379999998
san isidro,Comprar,departamento,180000.0,50.0,20.0,1.0,1.0,1.0,False,-12.0951657,-77.0345698
lince,Comprar,departamento,155000.0,89.0,5.0,3.0,3.0,1.0,False,-12.076110405012825,-77.035097
pueblo libre,Alquilar,departamento,510.0,120.0,10.0,3.0,3.0,1.0,False,-12.069926886206169,-77.063038
