,location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
9854,san miguel,Comprar,departamento,218.0,-77.0945735,-12.0769545,12.0,2.0,2.0,0.0,False,410000.0
9855,lima,Comprar,departamento,380.0,-77.07790310949515,-12.057061517004833,9.893229,2.0,2.0,0.0,False,550000.0
9856,surquillo,Comprar,departamento,227.0,-76.99996474825883,-12.115697637967445,9.893229,2.0,3.0,0.0,False,469000.0
9857,santiago de surco,Comprar,departamento,253.0,-76.99495470000001,-12.1203972,15.0,3.0,3.0,1.0,False,1600.0
9858,santiago de surco,Comprar,departamento,147.0,-76.99489032698362,-12.120586014078816,15.0,3.0,3.0,1.0,False,338000.0
9859,breña,Alquilar,departamento,78.0,-77.05287703173828,-12.056876074704846,0.0,2.0,2.0,1.0,True,118000.0
9860,carabayllo,Comprar,casa,240.0,-77.05320819999997,-11.8339676,9.893229,1.0,3.0,0.0,False,460000.0
9861,jesus maria,Comprar,departamento,188.0,-77.051872,-12.0731196,10.0,3.0,3.0,0.0,False,380000.0
9862,san borja,Comprar,departamento,30.0,-76.99510409999999,-12.0972833,9.893229,3.0,4.0,1.0,False,195.33
9863,san miguel,Comprar,departamento,184.0,-77.0934017,-12.077492999999999,9.893229,2.0,2.0,1.0,True,295000.0
9864,santiago de surco,Comprar,departamento,180.0,-76.9918155,-12.1416088,9.893229,2.0,3.0,2.0,False,1604.151
9865,santiago de surco,Comprar,departamento,100.0,-76.9918155,-12.1416088,9.893229,2.0,3.0,2.0,False,439.493
9866,lima,Comprar,departamento,150.0,-77.07232886675516,-12.05957465773458,9.893229,1.0,2.0,0.0,False,2000.0
9867,puente piedra,Comprar,departamento,100.0,-77.07515380000002,-11.910036300000002,9.893229,1.0,3.0,0.0,False,1200.0
9868,puente piedra,Comprar,departamento,105.0,-77.07947966137694,-11.918109730085845,9.893229,1.0,3.0,0.0,False,245000.0
9869,jesus maria,Comprar,departamento,117.0,-77.051872,-12.0731196,10.0,2.0,3.0,1.0,False,210000.0
9870,lima,Comprar,departamento,105.0,-77.03317229999998,-12.0736022,40.0,1.0,3.0,1.0,False,245000.0
9871,jesus maria,Comprar,departamento,196.0,-77.05060470000001,-12.072322900000001,10.0,2.0,3.0,1.0,False,355000.0
9872,santiago de surco,Comprar,departamento,15.0,-76.9918155,-12.1416088,9.893229,2.0,2.0,2.0,False,183.122
9873,santiago de surco,Comprar,departamento,300.0,-77.01061997412717,-12.129417650811822,20.0,1.0,2.0,0.0,False,680000.0
9874,san isidro,Alquilar,departamento,75.0,-77.05672190000001,-12.0974304,5.0,3.0,3.0,2.0,False,41500.0
9875,san borja,Alquilar,departamento,69.0,-76.9827958030411,-12.104076598926088,10.0,3.0,3.0,2.0,False,124524.0
9876,la molina,Comprar,departamento,75.0,-76.9424768,-12.0995236,19.0,2.0,3.0,1.0,False,41500.0
9877,miraflores,Alquilar,departamento,298.0,-77.02441032778029,-12.121744283038845,6.0,1.0,1.0,1.0,False,1200000.0
9878,santiago de surco,Comprar,departamento,355.0,-77.01009368976885,-12.142092230409455,20.0,2.0,3.0,1.0,False,781242.0
9879,miraflores,Alquilar,departamento,37.0,-77.03731911286695,-12.124795215578567,30.0,1.0,2.0,1.0,False,538.0
9880,barranco,Alquilar,departamento,180.0,-77.0192335,-12.1336074,5.0,1.0,1.0,1.0,False,145000.0
9881,miraflores,Comprar,departamento,68.0,-77.005313,-12.1294897,0.0,3.0,3.0,2.0,False,395.0
9882,miraflores,Alquilar,departamento,200.0,-77.0272137899658,-12.12228477781486,50.0,1.0,1.0,0.0,False,48832.596
9883,miraflores,Alquilar,departamento,100.0,-77.03368599999997,-12.118921,1.0,3.0,2.0,1.0,False,295000.0
9884,barranco,Alquilar,departamento,93.0,-77.02246865833588,-12.13685296232882,0.0,1.0,1.0,1.0,False,800.0
9885,barranco,Alquilar,departamento,76.0,-77.02246865833588,-12.13685296232882,0.0,3.0,3.0,1.0,False,120500.0
9886,barranco,Alquilar,departamento,46.0,-77.02296893862305,-12.141330978053086,5.0,1.0,1.0,1.0,False,750.0
9887,miraflores,Alquilar,departamento,67.0,-77.0357963,-12.115886199999998,15.0,2.0,3.0,1.0,False,200332.0
9888,miraflores,Alquilar,departamento,355.0,-77.0277752,-12.122425999999999,0.0,2.0,3.0,1.0,False,5505.0
9889,miraflores,Alquilar,departamento,60.0,-77.02782499999998,-12.122052400000001,0.0,1.0,1.0,1.0,False,55000.0
9890,miraflores,Alquilar,departamento,170.0,-77.03585369999998,-12.1228866,0.0,3.0,3.0,1.0,False,976.652
9891,miraflores,Alquilar,departamento,65.0,-77.04156728569353,-12.118836412401395,15.0,1.0,1.0,0.0,False,101530.0
9892,san isidro,Comprar,departamento,89.0,-77.01440259999998,-12.1037675,3.0,2.0,3.0,2.0,False,150000.0
9893,san isidro,Comprar,departamento,94.0,-77.05865389999997,-12.1058105,20.0,2.0,4.0,1.0,False,556.0
9894,san miguel,Comprar,departamento,500.0,-77.08443170000001,-12.088187,0.0,2.0,3.0,0.0,False,2600.0
9895,jesus maria,Alquilar,departamento,30.0,-77.05544680000003,-12.0815976,1.0,2.0,3.0,1.0,False,220.0
9896,magdalena,Alquilar,departamento,25.0,-77.0698783,-12.0961008,4.0,2.0,2.0,0.0,False,207.0
9897,barranco,Comprar,casa,65.0,-77.01962639999998,-12.146814,34.0,2.0,2.0,0.0,False,612.0
9898,barranco,Comprar,departamento,50.0,-77.01849890000001,-12.1368559,0.0,1.0,2.0,0.0,False,334.0
9899,barranco,Alquilar,departamento,25.0,-77.0145146,-12.1426831,0.0,2.0,3.0,0.0,False,208.0
9900,pueblo libre,Comprar,departamento,144.0,-77.06895420000001,-12.0732207,41.0,3.0,4.0,0.0,False,336371.0
9901,san isidro,Alquilar,departamento,95.0,-77.05687739999998,-12.0949436,26.0,2.0,3.0,1.0,False,700.0
9902,santiago de surco,Comprar,departamento,136.0,-76.98950759999998,-12.1472245,0.0,2.0,3.0,1.0,False,249000.0
9903,santiago de surco,Comprar,departamento,189.0,-76.99075599999998,-12.1174191,10.0,5.0,4.0,2.0,False,400000.0
9904,san isidro,Comprar,departamento,242.0,-77.0447454,-12.095836300000002,20.0,3.0,3.0,3.0,False,490000.0
9905,san isidro,Comprar,departamento,352.0,-77.04465134722138,-12.0959172531865,0.0,3.0,3.0,3.0,False,690000.0
9906,pueblo libre,Comprar,departamento,236.0,-77.069996,-12.0777228,4.0,2.0,3.0,1.0,False,390000.0
9907,santiago de surco,Comprar,departamento,108.0,-77.01329750000002,-12.1316319,2.0,2.0,3.0,2.0,False,223000.0
9908,miraflores,Alquilar,departamento,56.0,-77.0348994,-12.1260391,0.0,3.0,4.0,1.0,False,274.0
9909,barranco,Alquilar,departamento,121.0,-77.0323379,-12.075097900000001,0.0,1.0,1.0,0.0,False,255000.0
9910,san miguel,Comprar,departamento,229.0,-77.09486446267397,-12.086119816499185,0.0,2.0,2.0,0.0,False,1900.0
9911,san borja,Comprar,departamento,170.0,-76.98277399999999,-12.104563699999998,0.0,2.0,3.0,1.0,False,230000.0
9912,la molina,Comprar,departamento,130.0,-76.94124489709777,-12.069648867182936,16.0,3.0,4.0,1.0,False,159000.0
9913,san borja,Comprar,departamento,70.0,-76.98717729999998,-12.0874054,7.0,5.0,6.0,2.0,False,470.0
9914,san isidro,Comprar,departamento,120.0,-77.05130156057429,-12.0996565,50.0,2.0,3.0,1.0,False,200000.0
9915,miraflores,Alquilar,departamento,125.0,-77.029443,-12.132797367750578,9.0,3.0,3.0,2.0,False,1080.0
9916,miraflores,Comprar,departamento,55.0,-77.005486,-12.126289925191655,25.0,2.0,3.0,1.0,False,90000.0
9917,santiago de surco,Alquilar,departamento,83.0,-77.01609599999999,-12.153900755490875,0.0,3.0,3.0,1.0,False,219000.0
9918,miraflores,Comprar,departamento,400.0,-77.00879320000001,-12.1243222,5.0,3.0,3.0,2.0,False,580000.0
9919,barranco,Comprar,departamento,49.0,-77.02364396878659,-12.139224028301205,14.0,2.0,3.0,1.0,False,145000.0
9920,miraflores,Alquilar,departamento,82.0,-77.03334689999997,-12.118826,3.0,2.0,3.0,1.0,False,130000.0
9921,santiago de surco,Comprar,departamento,140.0,-76.9960997,-12.120093699999998,0.0,3.0,3.0,0.0,False,1100.0
9922,santiago de surco,Comprar,departamento,100.0,-76.98491849999998,-12.135418199999998,12.0,2.0,2.0,1.0,False,850.0
9923,san miguel,Comprar,departamento,126.0,-77.1088961,-12.0798886,4.0,2.0,3.0,2.0,False,1050.0
9924,san isidro,Alquilar,departamento,100.0,-77.03114620000001,-12.0933801,2.0,2.0,3.0,1.0,False,900.0
9925,miraflores,Alquilar,departamento,110.0,-77.03573929999999,-12.1116269,9.0,2.0,3.0,1.0,False,800.0
9926,miraflores,Alquilar,departamento,90.0,-77.0324181,-12.12598,11.0,2.0,2.0,1.0,False,235000.0
9927,santiago de surco,Comprar,casa,49.0,-76.997525,-12.122773731257949,38.0,2.0,5.0,4.0,False,145000.0
9928,lurigancho,Comprar,departamento,400.0,-76.80851820000001,-11.968775599999999,3.0,2.0,2.0,0.0,False,580000.0
9929,los olivos,Comprar,departamento,110.0,-77.07664240000001,-11.9890935,0.0,2.0,4.0,0.0,False,800.0
9930,comas,Comprar,departamento,150.0,-77.060499,-11.965099,0.0,2.0,3.0,0.0,False,1550.0
9931,comas,Comprar,departamento,234.0,-77.0527493,-11.921150500000001,18.0,1.0,3.0,0.0,False,390000.0
9932,lince,Alquilar,departamento,234.0,-77.04565769999998,-12.089824,0.0,1.0,2.0,0.0,False,390000.0
9933,miraflores,Comprar,departamento,41.0,-77.0343473,-12.1254255,10.0,3.0,3.0,1.0,False,119900.0
9934,surquillo,Comprar,departamento,250.0,-77.01570912966919,-12.107853683589028,0.0,1.0,1.0,0.0,False,1200.0
9935,santiago de surco,Alquilar,departamento,50.0,-76.982289,-12.111636722816627,9.0,4.0,3.0,2.0,False,550.0
9936,santiago de surco,Alquilar,departamento,155.0,-76.982493,-12.111636722816627,9.0,4.0,3.0,2.0,False,339000.0
9937,santiago de surco,Comprar,casa,65.0,-76.967611,-12.110726978824779,35.0,3.0,4.0,2.0,True,292.996
9938,lince,Alquilar,departamento,397.0,-77.0269167,-12.0888396,2.0,2.0,3.0,2.0,True,735000.0
9939,miraflores,Comprar,departamento,1000.0,-77.048271,-12.113008501230338,1.0,2.0,2.0,2.0,False,3300.0
9940,la molina,Alquilar,casa,279.0,-76.9581496,-12.0867134,35.0,3.0,4.0,3.0,False,398000.0
9941,miraflores,Alquilar,departamento,118.0,-77.0337893,-12.125127,5.0,3.0,2.0,1.0,False,192000.0
9942,santiago de surco,Comprar,casa,120.0,-76.97297490000001,-12.1090999,32.0,3.0,3.0,2.0,False,205000.0
9943,ate,Alquilar,departamento,118.0,-76.98374770000001,-12.0769909,7.0,3.0,3.0,1.0,False,280000.0
9944,san miguel,Comprar,departamento,118.0,-77.1035957,-12.0826106,7.0,2.0,2.0,1.0,True,220000.0
9945,miraflores,Comprar,departamento,537.0,-77.023145,-12.1306079,15.0,3.0,3.0,2.0,False,1000000.0
9946,san miguel,Comprar,departamento,568.0,-77.0759417,-12.0892319,0.0,1.0,2.0,1.0,False,1400000.0
9947,magdalena,Alquilar,departamento,481.0,-77.09428539999998,-12.074041900000001,3.0,2.0,3.0,1.0,False,1600000.0
9948,magdalena,Comprar,casa,250.0,-77.0629323,-12.0958384,1.0,7.0,6.0,4.0,True,495000.0
9949,surquillo,Comprar,departamento,340.0,-77.0175088,-12.1191242,8.0,2.0,3.0,1.0,False,760000.0
9950,los olivos,Comprar,departamento,333.0,-77.07611820000002,-11.964998399999999,0.0,3.0,3.0,0.0,False,3200.0
9951,miraflores,Alquilar,departamento,90.0,-77.0210393,-12.132961199999999,7.0,3.0,2.0,2.0,False,340.0
9952,miraflores,Alquilar,departamento,167.0,-77.0298353,-12.1154837,15.0,2.0,2.0,1.0,False,250000.0
9953,puente piedra,Comprar,casa,142.0,-77.08414669999998,-11.8675052,5.0,1.0,4.0,0.0,False,220000.0
9954,san miguel,Alquilar,casa,62.0,-77.0862526,-12.087829600000001,14.0,1.0,2.0,0.0,False,172000.0
9955,magdalena,Comprar,departamento,90.0,-77.0645128,-12.087758099999999,6.0,1.0,1.0,1.0,False,145000.0
9956,san borja,Comprar,departamento,90.0,-76.98545379999999,-12.110789599999999,11.0,3.0,3.0,1.0,False,329.0
9957,el agustino,Comprar,departamento,446.0,-77.0038744,-12.040691,10.0,2.0,3.0,1.0,False,1200000.0
9958,san juan de lurigancho,Alquilar,departamento,216.0,-76.9799958,-12.0122162,0.0,1.0,2.0,0.0,False,1250.0
9959,la molina,Alquilar,departamento,61.0,-76.9691308,-12.071959800000002,0.0,1.0,2.0,0.0,False,150000.0
9960,san martin de porres,Comprar,casa,100.0,-77.0930939,-12.027987800000002,20.0,2.0,3.0,0.0,False,800.0
9961,miraflores,Alquilar,departamento,30.0,-77.03227079999998,-12.1156395,9.0,3.0,3.0,0.0,False,292.996
9962,san isidro,Alquilar,departamento,100.0,-77.02975119999998,-12.0935421,0.0,2.0,2.0,1.0,False,204.0
9963,san borja,Alquilar,departamento,129.0,-77.0112214,-12.0986647,27.0,3.0,3.0,1.0,False,1700.0
9964,miraflores,Comprar,casa,133.0,-77.04002622883606,-12.11849780638438,65.0,2.0,4.0,1.0,False,180000.0
9965,la victoria,Comprar,casa,63.0,-77.0162899,-12.0734497,20.0,0.0,0.0,0.0,False,65000.0
9966,san borja,Comprar,departamento,84.0,-76.9812617,-12.0950328,9.0,2.0,3.0,1.0,False,128000.0
9967,santiago de surco,Comprar,departamento,280.0,-76.9654611258728,-12.098519801406482,7.0,4.0,4.0,2.0,False,195000.0
9968,santiago de surco,Comprar,casa,63.0,-76.99324279999999,-12.1175341,11.0,3.0,3.0,2.0,False,65000.0
9969,miraflores,Alquilar,departamento,91.0,-77.04597487036334,-12.111638611550275,9.0,1.0,1.0,1.0,False,98000.0
9970,santiago de surco,Comprar,departamento,62.0,-77.05549769999998,-12.0884092,0.0,5.0,4.0,2.0,False,267.0
9971,miraflores,Alquilar,departamento,88.0,-77.03307022579496,-12.122224064236393,20.0,1.0,2.0,0.0,False,155000.0
9972,san isidro,Alquilar,departamento,140.0,-77.04375828836059,-12.099459406452587,2.0,2.0,1.0,2.0,False,1100.0
9973,barranco,Alquilar,departamento,208.0,-77.01913509999999,-12.132769699999999,8.0,2.0,3.0,2.0,False,350000.0
9974,miraflores,Alquilar,departamento,178.0,-77.03192212698366,-12.122817600147314,1.0,2.0,2.0,1.0,False,327600.0
9975,miraflores,Alquilar,departamento,174.0,-77.04549655452264,-12.110513695192086,3.0,2.0,2.0,2.0,False,320000.0
9976,barranco,Alquilar,departamento,236.0,-77.02395968318939,-12.139133359284935,4.0,2.0,2.0,1.0,False,477000.0
9977,miraflores,Alquilar,departamento,139.0,-77.03951466840057,-12.120094561887473,5.0,2.0,2.0,2.0,False,279000.0
9978,miraflores,Alquilar,departamento,80.0,-77.00910039999997,-12.1240191,4.0,3.0,3.0,2.0,False,700.0
9979,miraflores,Alquilar,departamento,180.0,-77.03193017361072,-12.12162965261412,3.0,1.0,1.0,1.0,False,1600.0
9980,santiago de surco,Comprar,departamento,142.0,-76.97940879180145,-12.119449322195996,15.0,3.0,3.0,2.0,False,323000.0
9981,miraflores,Alquilar,departamento,88.0,-77.02326186484662,-12.121622035052486,4.0,1.0,1.0,1.0,False,108000.0
9982,miraflores,Alquilar,departamento,196.0,-77.02426573157169,-12.132700482579924,2.0,2.0,1.0,1.0,False,350000.0
9983,miraflores,Alquilar,departamento,100.0,-77.03397292047117,-12.118922953935515,5.0,2.0,2.0,1.0,True,210000.0
9984,miraflores,Comprar,departamento,196.0,-77.0103641526398,-12.126635778859635,5.0,2.0,3.0,2.0,False,350000.0
9985,miraflores,Alquilar,departamento,213.0,-77.03024613114394,-12.1309629700714,10.0,1.0,1.0,1.0,False,370000.0
9986,san isidro,Comprar,departamento,112.0,-77.04809000581908,-12.096738166217802,40.0,2.0,4.0,0.0,False,899.0
9987,miraflores,Alquilar,departamento,95.0,-77.03591551045076,-12.115828795659635,3.0,1.0,1.0,1.0,False,1050.0
9988,los olivos,Comprar,departamento,148.0,-77.07673790000001,-11.994552699999998,0.0,1.0,2.0,0.0,False,320000.0
9989,la victoria,Comprar,departamento,38.0,-77.013301,-12.087572919354002,0.0,3.0,3.0,1.0,False,600.0
9990,miraflores,Comprar,departamento,55.0,-77.0283474,-12.1279811,19.0,2.0,2.0,0.0,False,580.0
9991,santiago de surco,Comprar,casa,100.0,-76.96508809999999,-12.0866339,12.0,3.0,3.0,3.0,False,692.0
9992,santiago de surco,Comprar,casa,150.0,-76.9707592,-12.133902800000001,21.0,3.0,3.0,6.0,True,1200.0
9993,san isidro,Comprar,departamento,350.0,-77.04077059999999,-12.1073593,22.0,2.0,2.0,2.0,False,3500.0
9994,miraflores,Comprar,departamento,750.0,-77.03805849999998,-12.116243699999998,8.0,3.0,3.0,1.0,False,420000.0
9995,barranco,Comprar,departamento,428.0,-77.0261161,-12.1386239,8.0,3.0,4.0,4.0,False,6900.0
9996,miraflores,Alquilar,departamento,15.0,-77.04301240000001,-12.11282,15.0,2.0,2.0,2.0,False,3300.0
9997,miraflores,Alquilar,departamento,96.0,-77.03805849999998,-12.116243699999998,8.0,3.0,3.0,1.0,False,125000.0
9998,santiago de surco,Comprar,departamento,128.0,-76.97512440000003,-12.119762099999999,16.0,2.0,3.0,1.0,False,1200.0
9999,san borja,Comprar,departamento,40.0,-76.990562,-12.0996061,10.0,2.0,3.0,1.0,False,382.0
10000,miraflores,Comprar,departamento,64.0,-77.00953749999995,-12.1192038,3.0,3.0,3.0,2.0,False,600.0
10001,barranco,Alquilar,departamento,334.0,-77.02246865833588,-12.13685296232882,0.0,2.0,3.0,1.0,False,269000.0
10002,san borja,Comprar,departamento,163.0,-76.98885676752012,-12.095960347155106,8.0,2.0,2.0,1.0,False,295000.0
10003,miraflores,Alquilar,departamento,98.0,-77.02964999999998,-12.128737199999998,5.0,1.0,2.0,0.0,False,140000.0
10004,jesus maria,Alquilar,departamento,120.0,-77.05015809999998,-12.086647,5.0,2.0,3.0,1.0,False,198000.0
10005,miraflores,Alquilar,departamento,140.0,-77.02693241691895,-12.121506924456206,1.0,2.0,2.0,1.0,False,544.0
10006,san isidro,Alquilar,departamento,200.0,-77.03267649999998,-12.0931269,0.0,2.0,2.0,1.0,False,117000.0
10007,surquillo,Alquilar,departamento,80.0,-77.0118458,-12.1148674,0.0,2.0,3.0,1.0,False,442.0
10008,miraflores,Alquilar,departamento,106.0,-77.0256708674591,-12.120798996893285,1.0,2.0,2.0,1.0,False,178000.0
10009,san isidro,Alquilar,departamento,106.0,-77.04332219999998,-12.0897537,5.0,2.0,3.0,1.0,False,223000.0
